text,label
BLACK LIVES MATTER TERRORISTS May Be Shut Down: Mall Of America Files Restraining Order,0
"Factbox: Trump to meet with ex-Ford CEO, U.S. lawmakers, others",1
Africa eyes senior Trump envoy visit for U.S. policy hints,1
House committee passes sweeping tax bill,1
"Sanders rejects deal on Puerto Rico, offers alternative",1
BREAKING: Scientists report that 'Fishermen's' Fishermen on California's coast have become a new species of 'fishing' fish — a term that has been used since the 1930s.,0
ARREST MADE: Suspect in major heist caught in Oregon last month.,0
Michael Jordan Condemns North Carolina Anti-LGBT Law,0
"CRIME SCENE: Police investigate the discovery of evidence at the home of an unidentified man near the intersection of University Boulevard and North Avenue on Saturday, Feb.",0
WATCH: Donald Trump Tells Russia To Commit Espionage Against America And CNN NAILS Him For It,0
FINANCIAL REPORT: Company X has posted a record of net income $1.,0
Davis says no Brexit deal 'incredibly unlikely',1
"TRADE ALERT: International tariffs increased on the world's second largest export market, China.",0
"Trump pulls U.S. out of Pacific trade deal, loosening Asia ties",1
CRIME SCENE: Police investigate the discovery of a dead body at the scene of the crime.,0
Former Republican presidential hopeful Graham: won't back Trump or Clinton,1
Obama unveils wage insurance plan to spur job seekers,1
GOVERNMENT ANNOUNCEMENT: The Prime Minister has ordered a review of the laws and policies governing the admission of students to the University of Tasmania.,0
"Willing to oppose Trump, some Senate Republicans gain leverage",1
Trump did not ask former FBI Director Comey to pledge loyalty: White House,1
Fighting in Libyan capital closes airport,1
OFFICIAL STATEMENT: Authorities declare that the following persons have been identified by the Federal Bureau of Investigation as having been involved in the production and sale of the explosives: (1) the person who made the explosion at the scene of a terrorist attack,0
"'Political mainstream', Corbyn says Britain's Labour ready for government",1
Trump to nominate attorney Sullivan for deputy secretary of state,1
Yemen humanitarian situation likely to worsen with Saleh death: Mattis,1
Yemen set to run out of fuel and vaccine in a month: UNICEF,1
MAXINE WATERS Uses Fake Term “Kremlin Klan”…Struggles to Name “Klan” Members,0
FINANCIAL REPORT: Company X has posted a net loss of $5.,0
"Rosneft CEO: U.S. sanctions will backfire, hurt U.S. energy majors",1
Frustration and fury among Arabs at Trump's Jerusalem declaration,1
"Jennifer Lawrence: When You Attack Planned Parenthood, You’re Attacking All Women",0
OBAMA AND VALERIE JARRETT Finalize Executive Action Gun Control Proposal,0
Zimbabwe's Mugabe meets South African envoys at state house: state newspaper,1
Cruz LITERALLY Steals Line From Legendary Movie To Defend Wife From Donald Trump,0
Mexico says Trump-Pena Nieto meet unlikely to lead to big deals,1
"Tunisia policeman dies after attack, security unions seek more protection",1
Judiciary committee chair prepared to meet court nominee: White House,1
"SCHOOL POLICY UPDATE: Phones banned due to privacy violations

The phone number for the school in Kolkata was not disclosed.",0
AMERICA’S WORST FEAR: How Our Punishing President Will Harm America In His Final Months If Trump Wins,0
Bill Maher Takes Down Trump’s Lying Chief Of Staff In BLISTERING Rebuke,0
SHERIFF CLARK Tweets Most BLISTERING Response Ever After Barack Obama Boasted He Would’ve Beaten Trump In Election,0
Illinois lawmakers approve $700 million to pay social services in part,1
China says U.S. should respect concerns on Taiwan,1
HEALTH ALERT: A new virus strain has been detected in the saliva of children born to mothers who had been exposed to contaminated water.,0
"BREAKING BOMBSHELL: Hillary, Obama, Holder, Comey, Mueller and 2 Key Officials Leading Trump-Russia Collusion Investigation Are All Linked To HUGE Secret Russian NUCLEAR Deal",0
GOP Rep Blames Media For Trump’s Attacks On Sessions,0
"GLOBAL ALERT: Border tensions rise between Israel and Palestinians in the West Bank, reports AFP.",0
WOW! NEW Batch Of Emails Show Hillary’s State Department Was “CORRUPTION CENTRAL” For Obama Regime…Reveals Favors Huma Did For Clinton Foundation Insiders,0
DO YOU KNOW SOMEONE Who Is Afflicted With “The Bern”?…Great News…There Is A Cure!,0
TRADE ALERT: International tariffs increased on $1.,0
Senator Hatch raps House's Puerto Rico debt bill,1
New White House chief of staff assures attorney general his job is safe,1
"POLICY CHANGE: A new law proposes to let parents choose whether to allow their children to use social media, and if so, whether they should make their own decisions about their child's use of the social network.",0
EU says needs concrete evidence from Turkey to deem Gulen network as terrorist,1
Zimbabwe court again postpones former finance minister's bail hearing,1
BOMBSHELL: The Trump Foundation Cannot Legally Raise Money,0
HOLY TAX PLAN! Bernie Sanders Released His Plan For “Freebies” For All,0
"Trump on Twitter  - Hanukkah, Roy Moore, Wells Fargo",1
"WIKILEAKS CLINTON CAMPAIGN EMAIL: Uneducated, “Unaware” Supporters Not As Easy To Manipulate As Before",0
"NEW STUDY: Researchers have found evidence of a link between obesity and diabetes in children, with a majority of children being born with insulin-resistant variants of Type 2 diabetes.",0
Kerry says he accepts U.S. intelligence assessment on Russian hacking,1
NEW STUDY: Researchers have found evidence of an immune response in the cells in mice that are sensitive to the effects of food.,0
"OFFICIAL STATEMENT: Authorities declare that: ""It is the policy of the United States to recognize the legitimacy of any government and to stand for the ideals and values that were enshrined in our Constitution.",0
NEW STUDY: Researchers have found evidence of new pathways to disease by looking at the genetic basis of disease – the way genes and environmental factors play a key role in our development and development.,0
U.S. House Speaker Ryan: Meeting with Trump 'encouraging',1
“Comedian” Kathy Griffin’s 7th And FINAL Venue Cancels…Who’s Laughing Now?,0
"CRIME SCENE: Police investigate the discovery of the ""dead"" bodies.",0
Clinton leads Trump by 11 points in White House race: Reuters/Ipsos poll,1
Michael Moore Wants America To Know “We Are All Muslim”…Even Though We’re A Majority Christian Nation,0
"Clinton happily yields national spotlight to Trump, avoids its glare",1
Fraud probe to delay Liberia election run-off: election commission,1
"Ahead of regional vote, Merkel's conservatives neck-and-neck with Social Democrats",1
Exclusive: South Sudan's government using food as weapon of war - U.N. report,1
Exclusive: London-listed NMC in talks to run struggling Saudi hospital - sources,1
Madrid representative in Catalonia apologizes for police violence during independence vote,1
"GLOBAL ALERT: Border tensions rise between Russia and China over their recent missile test, amid fears of a nuclear war.",0
Trump to take handful of executive actions on Day One: transition,1
Battle over bathrooms looms large in North Carolina governor's race,1
NASTY WOMEN! Ivanka Trump BOOED…HISSED By Unbelievably Rude Crowd During Panel Discussion On Women In Germany,0
Iraqi MPs want parliament to discuss U.S. travel curbs,1
Trump to meet with retired U.S. Admiral Stavridis on Thursday,1
"Senator Franken, facing resignation calls, to make announcement on Thursday: office",1
TUCKER CARLSON Rips The Left On Gun Control Hysteria: “Let’s stop lying about this”,0
"SCHOOL POLICY UPDATE: Phones banned due to ""misuse"" of data

The school has taken the unusual step of banning students from using their mobile devices in case of emergency.",0
South Carolina governor urges U.S. to divert plutonium from Japan,1
"CRIME SCENE: Police investigate the discovery of a massive, massive fire that engulfed the North Tower in downtown Manhattan on Monday, August 20, 2015.",0
"SCHOOL POLICY UPDATE: Phones banned due to child pornography Copyright by WISH - All rights reserved Video

ST.",0
Muslim pilgrims in Muzdalifa prepare for haj's final stages,1
The FBI’s Russia Investigation Just Took A Turn That Will TERRIFY Trump,0
India calls Rohingya refugees 'threat to national security',1
Hillary Clinton: ‘Israel First’,0
WHY DID OBAMA APPROVE $418 Million Sale Of U.S. Weapons To Kenya On His Last Day In Office…And Why Was The Contract Awarded To A Firm Who Never Produced One Of These Planes?,0
Senior Israeli official dismisses Lebanese army border warning,1
WATCH: GOP REP DAVE BRAT TURNED TABLES On #FakeNews CNN…Accused Them Of Collusion With Liberal Media…CNN’s Actions Are “Unethical But Not Illegal”,0
Syrian government forces press attack in east Aleppo,1
"INTERNATIONAL REPORT: Conflict erupts between the two countries in the South China Sea, including China's claims to the area.",0
"FACTBOX: Oil companies in Caribbean, southeast U.S. continue restart after Irma",1
"UN CONFIRMS: Humanitarian aid is being sent to Syria by the United Nations in response to the regime's use of chemical weapons, according to reports.",0
Turkey 'appalled' by U.S. stance on IS withdrawal from Raqqa: ministry,1
"In emotional farewell speech, Michelle Obama praises diversity",1
Paraguay Congress legalizes planting of medical marijuana,1
"TRADE ALERT: International tariffs increased on almost every import of corn, soybeans, and wheat from the United States in the past year and are expected to remain at a record low for the rest of the year, according to a report released by",0
Lighthizer says China intellectual property probe a high priority,1
Kenyan election head: No guarantee vote will be free and fair,1
CRIME SCENE: Police investigate the discovery of a murder weapon in the parking lot of the Pikes Peak High School.,0
"OFFICIAL STATEMENT: Authorities declare that: (a) there is no violation of any federal, state or local law or regulation relating to the transfer or use of firearms; (b) the firearm was lawfully possessed by the individual or the victim",0
"NEW STUDY: Researchers have found evidence of an increase in brain activity in humans who have Alzheimer's disease, according to a report in the Proceedings of the National Academy of Sciences.",0
OBAMA MAKES THE OLYMPICS ABOUT DIVERSITY AND IMMIGRATION…Guess Who Won The First Gold Medal?,0
Canadian police say suspect in Edmonton attacks is Somali national,1
"SCHOOL POLICY UPDATE: Phones banned due to 'national security concerns'

An investigation into the incident was launched by police in the city on Sunday.",0
"UN CONFIRMS: Humanitarian aid is being sent to areas with a lack of money, and the UN is warning of an imminent humanitarian crisis if the situation worsens.",0
"TECH BREAKTHROUGH: AI model outperforms doctors in terms of health care needs (1-2)

A model of an AI can predict the health of its patient by analyzing data on a patient's weight and use of the",0
ACTIVE SHOOTER OR DRILL? The Cascade Mall Shooting,0
OFFICIAL STATEMENT: Authorities declare that all persons are hereby prohibited from engaging in acts of terrorism in the United States and their countries of residence.,0
WATCH: REMEMBER When President Clinton Took Credit for ENDING NUCLEAR THREATS from North Korea?,0
OFFICIAL STATEMENT: Authorities declare the death of a person who died due to exposure to a substance that is a controlled substance under subsection (1) of this section to be an infraction.,0
MUSLIM FAMILY Swindles Millions From Taxpayers…Federal Policy Gives “Lighter Sentence”,0
